content,new,sentiment
"Dios, sé que estás aquí. 🙏❤️","['dios', 'ests', 'aqu']",Positive
Los gemidos suavecitos en el oído son un viaje de ida,"['gemidos', 'suavecitos', 'odo', 'viaje', 'ida']",Positive
blanquita para que me dejes rojita 🤤,"['blanquita', 'dejes', 'rojita']",Positive
Este comentario me hizo agua los ojos. https://t.co/NChD7o7JNF,"['comentario', 'hizo', 'agua', 'ojos']",Positive
B dias https://t.co/DKia4KURE7,"['b', 'dias']",Positive
a los más trastornados siempre nos dicen que transmitimos mucha paz,"['ms', 'trastornados', 'siempre', 'dicen', 'transmitimos', 'mucha', 'paz']",Positive
La foto más esperada. https://t.co/ZBx2M4qJD1,"['foto', 'ms', 'esperada']",Positive
ela me ama ela me ama https://t.co/fjY63Hko70,[],Positive
"EL DÍA SOÑADO 😍​

El momento que tanto esperó Leo Messi para colgarse la medalla de campeón con @Argentina 🇦🇷🥇​

#VibraElContinente #CopaAmérica https://t.co/GbA535jssV","['soado', 'momento', 'esper', 'leo', 'messi', 'colgarse', 'medalla', 'campen', 'argentina', 'copaamrica', 'vibraelcontinente']",Positive
Anoche nos quisieron robar con un falso secuestro y nos pidieron USD 50k (cincuenta mil) CINCUENTA MIL c i n c u e n t a m i l d ó l a r e s jajsjas sisi dale ahí voy,"['anoche', 'quisieron', 'robar', 'falso', 'secuestro', 'pidieron', 'usd', 'cincuenta', 'mil', 'cincuenta', 'mil', 'r', 'jajsjas', 'sisi', 'dale', 'ah', 'voy']",Negative
Por mil noches - Perito Moreno (Emotivo) https://t.co/u74NBe7gio,"['mil', 'noches', 'perito', 'moreno', 'emotivo']",Positive
le dije a mi amiga que me pusieron la sputnik y me dijo 'no podes entrar a europa' hermana de pedo me puedo pagar un ida y vuelta a la difunta correa,"['dije', 'amiga', 'pusieron', 'sputnik', 'dijo', 'podes', 'entrar', 'europa', 'hermana', 'pedo', 'puedo', 'pagar', 'ida', 'vuelta', 'difunta', 'correa']",Negative
"¡GOLAZ🤍S del cumpleañero!
🎂 @GarethBale11 https://t.co/Qe7Ho6qLS4","['golazs', 'garethbale', 'cumpleaero']",Positive
"No tiene nada de aburrido juntarte a tomar un café, aburridx debes ser vos que no podes hablar con cero alcohol en sangre","['aburrido', 'juntarte', 'tomar', 'caf', 'aburridx', 'debes', 'ser', 'podes', 'hablar', 'cero', 'alcohol', 'sangre']",Negative
"Este es el modelo más detallado de una célula humana. La imagen fue capturada mezclando datos de microscopía de rayos X, resonancia magnética nuclear y crioelectrones. https://t.co/n9QRYtX0rt","['modelo', 'ms', 'detallado', 'clula', 'humana', 'imagen', 'capturada', 'mezclando', 'datos', 'microscopa', 'rayos', 'x', 'resonancia', 'magntica', 'nuclear', 'crioelectrones']",Positive
"¿???? una piba diciendo q qué hacen los de veinte en tuiter q podrían tener ya hijos AYUDAAAAA hermana tengo 19 me mantienen mis padres estoy tan alejada d la independencia imagínate tener un hijo, es q hasta me ofenden las tonterías q tengo q leer","['piba', 'diciendo', 'q', 'hacen', 'veinte', 'tuiter', 'q', 'podran', 'tener', 'hijos', 'ayudaaaaa', 'hermana', 'mantienen', 'padres', 'tan', 'alejada', 'independencia', 'imagnate', 'tener', 'hijo', 'q', 'ofenden', 'tonteras', 'q', 'q', 'leer']",Negative
"Vengan, Buró no apoya a 300 emprendedores. Los emprendedores pagan un arriendo por estar ahí, no es caridad es un negocio.","['vengan', 'bur', 'apoya', 'emprendedores', 'emprendedores', 'pagan', 'arriendo', 'ah', 'caridad', 'negocio']",Negative
YO ME VOY A IR A TOMAR POR CULO https://t.co/cbLbGrPf4P,"['voy', 'ir', 'tomar', 'culo']",Positive
"Blooper pandémico: Toco el timbre esperando que baje un pibe de Grindr. Pasado dos minutos, abren la puerta del edificio y saludo al muchacho fornido. Se me queda mirando y le digo: soy yo, el de Grindr! No amigo, perdoná, yo bajé a buscar una pizza. Y no, no era. https://t.co/ZVn6ttXnsC","['blooper', 'pandmico', 'toco', 'timbre', 'esperando', 'pibe', 'grindr', 'pasado', 'minutos', 'abren', 'puerta', 'edificio', 'saludo', 'muchacho', 'fornido', 'queda', 'mirando', 'digo', 'grindr', 'amigo', 'perdon', 'baj', 'buscar', 'pizza']",Negative
Dylan no aguanto la situación del país y se fue. https://t.co/0IOYAaXkRQ,"['dylan', 'aguanto', 'situacin']",Positive
cosas que deberían ser ilegales y no lo son: la regla en verano,"['cosas', 'deberan', 'ser', 'ilegales', 'regla', 'verano']",Negative
QUE DIA ES MUFASA? https://t.co/BAAFdLF9TP,['mufasa'],Positive
Para esta cena de gala tuvimos que tomar algunas precauciones. #ViernesDeChamp #FelizViernesATodos #AmloElFracasoPresidencial #MorenaCuevaDeDelincuentes https://t.co/dOZ6jT1bwy,"['cena', 'gala', 'tomar', 'precauciones', 'viernesdechamp', 'felizviernesatodos', 'amloelfracasopresidencial', 'morenacuevadedelincuentes']",Positive
El nivel de demencia que manejaba a los 17 para tomar vodka puro y ahora no puedo tomar mate con azúcar porque me da acidez,"['nivel', 'demencia', 'manejaba', 'tomar', 'vodka', 'puro', 'ahora', 'puedo', 'tomar', 'mate', 'azcar', 'acidez']",Negative
cuando me levanto temprano https://t.co/q31Z7AptPO,"['levanto', 'temprano']",Negative
Mi marido compro DOS DOCENAS de medialunas para (?? Celebrar el viernes (?? que celebrabaaaaaaaan,"['marido', 'compro', 'docenas', 'medialunas', 'celebrar', 'viernes', 'celebrabaaaaaaaan']",Negative
Ven como hello kitty significa hola saca la mota https://t.co/DCqtWq0ibT,"['ven', 'hello', 'kitty', 'significa', 'hola', 'saca', 'mota']",Negative
5€ a quien todavía no haya pasado el covid,"['todava', 'pasado', 'covid']",Negative
"Hoy mi hijo Andrés Felipe cumpliría 23 años pero fue asesinado x un joven infractor de ley
Tuve el privilegio de ser tu padre x 19 maravillosos años y aún escucho tu “te amo papá”. Extraño tus abrazos y le ruego a Dios q en la vida eterna me deje abrazarte por lo menos x mil años https://t.co/Wwmcj6Ae7P","['hoy', 'hijo', 'andrs', 'felipe', 'cumplira', 'asesinado', 'x', 'joven', 'infractor', 'privilegio', 'ser', 'padre', 'x', 'maravillosos', 'escucho', 'amo', 'pap', 'extrao', 'abrazos', 'ruego', 'dios', 'q', 'vida', 'eterna', 'deje', 'abrazarte', 'menos', 'x', 'mil', 'ley']",Positive
"Juanes, Carlos Vives, J Balvin y Maluma. Aprendan hptas! https://t.co/j1jm32X89o","['juanes', 'carlos', 'vives', 'balvin', 'maluma', 'aprendan', 'hptas']",Positive
"Hoy Daniel Blancas @blancasmadrigal ejerció su derecho de réplica y evidenció que las conferencias matutinas están llenas de falsos periodistas y que ""el quién es quién en las mentiras"" es tendenciosa y García Vilchis 🤥 no tiene capacidad para analizar las notas que critica. https://t.co/VuF4ycv71J","['hoy', 'daniel', 'blancas', 'blancasmadrigal', 'ejerci', 'derecho', 'rplica', 'evidenci', 'conferencias', 'matutinas', 'estn', 'llenas', 'falsos', 'periodistas', 'quin', 'quin', 'mentiras', 'tendenciosa', 'garca', 'vilchis', 'capacidad', 'analizar', 'notas', 'critica']",Negative
Increíble que para traer 3.500.000 de vacunas norteamericanas hacen falta 5 vuelos menos que para traer las rusas. Deben ser mucho más chicas.,"['increble', 'traer', 'vacunas', 'norteamericanas', 'hacen', 'falta', 'vuelos', 'menos', 'traer', 'rusas', 'deben', 'ser', 'ms', 'chicas']",Negative
SIGO SIN SABER NADA DE BUZZ EN ESTE INCENDIO https://t.co/EnNtPMBKSv,"['sigo', 'saber', 'buzz', 'incendio']",Negative
Ya se puede lavar la ropa hermanas 🙏 https://t.co/TKHID18Zqp,"['puede', 'lavar', 'ropa', 'hermanas']",Positive
"Lo de @JMilei es histórico: en vez de transar con la clase política, con los ladrones de siempre, como siempre se termina haciendo, Javier siguió adelante con su candidatura antisistema y, lo mejor de todo, es que ganará.
Tiene todo mi apoyo en estas elecciones desde el día uno!","['jmilei', 'histrico', 'vez', 'transar', 'clase', 'poltica', 'ladrones', 'siempre', 'siempre', 'termina', 'haciendo', 'javier', 'sigui', 'adelante', 'candidatura', 'antisistema', 'mejor', 'apoyo', 'elecciones', 'ganar']",Positive
"3,5 millones de vacunas nos REGALA la crueldad neoliberal de Estados Unidos. Avisen cuántas nos manda Cuba. https://t.co/03lA09GfiU","['millones', 'vacunas', 'regala', 'crueldad', 'neoliberal', 'unidos', 'avisen', 'cuntas', 'manda', 'cuba']",Positive
Bueno no es ni el mediodía y ya me arruine el día https://t.co/kYCu8I1oD9,"['bueno', 'medioda', 'arruine']",Negative
"""Se acerca el día del amigo"" sabés cuando es el día del amigo? cuando te dice ""prepara unos mates,ahí voy"", cuando son las 2am y está ahí para escuchar el mismo problema de siempre, cuando deja todo lo que está haciendo para acompañarte en un mal momento, ese es el dia del amigo.","['acerca', 'amigo', 'sabs', 'amigo', 'dice', 'prepara', 'matesah', 'voy', 'ah', 'escuchar', 'mismo', 'problema', 'siempre', 'haciendo', 'acompaarte', 'mal', 'momento', 'amigo']",Positive
USTEDES TAMBIÉN LE AVISAN A SUS MASCOTAS QUE VAN A SALIR Y LES DICEN QUE SE PORTEN BIEN???,"['ustedes', 'tambin', 'avisan', 'mascotas', 'salir', 'dicen', 'porten', 'bien']",Negative
"En Sudafrica hay saqueos en los supermercados y en los shoppings, asi que un local le tiro aceite y agua al piso para que nadie pueda acercarse al local. Mira como se emociono Bilardo https://t.co/CagtlKrL7T","['sudafrica', 'saqueos', 'supermercados', 'shoppings', 'asi', 'local', 'tiro', 'aceite', 'agua', 'piso', 'nadie', 'pueda', 'acercarse', 'local', 'mira', 'emociono', 'bilardo']",Positive
"Esta imagen!!!! 
PAREN todo!!!!! https://t.co/6a9aEiXNop","['imagen', 'paren']",Positive
tener coñas con una persona y q solo vosotros dos las entendáis &gt;&gt;&gt;&gt;&gt;&gt;&gt;,"['tener', 'coas', 'persona', 'q', 'solo', 'entendis', 'gtgtgtgtgtgtgt']",Positive
Quiero desmentir totalmente estos audios. Están sacados de contexto. https://t.co/Oy6kKY0wYg,"['quiero', 'desmentir', 'totalmente', 'audios', 'estn', 'sacados', 'contexto']",Negative
"No pedí nacer en Argentina, sólo tuve el privilegio. https://t.co/NedUY0PcUB","['ped', 'nacer', 'argentina', 'slo', 'privilegio']",Positive
"Recién me acordé del día que una persona iba a renunciar y le dije: ""Cuando estés en el correo por mandar el telegrama, mándame foto así hacemos la liquidación mas rápido"" y en vez de una foto del telegrama me MANDO UNA SELFIE","['recin', 'acord', 'persona', 'iba', 'renunciar', 'dije', 'ests', 'correo', 'mandar', 'telegrama', 'mndame', 'foto', 'hacemos', 'liquidacin', 'rpido', 'vez', 'foto', 'telegrama', 'mando', 'selfie']",Negative
Te estoy esperando mi amor.. sin miedo al éxito https://t.co/3jnuONGpOe,"['esperando', 'amor', 'miedo', 'xito']",Positive
Lo de los audios de Florentino es la cosa más surrrealista que he vivido en la historia de esta red social y en el fútbol en general. Cada audio que sale es una historia nueva más surrealista que la anterior. Vivimos en el show de Truman a mi no me jodas.,"['audios', 'florentino', 'cosa', 'ms', 'surrrealista', 'vivido', 'historia', 'red', 'social', 'ftbol', 'general', 'cada', 'audio', 'historia', 'nueva', 'ms', 'surrealista', 'anterior', 'vivimos', 'show', 'truman', 'jodas']",Positive
"Qué extraña manía tienen narcotraficantes, paramilitares y delincuentes de tomarse fotos con políticos del Centro Democrático.","['extraa', 'narcotraficantes', 'paramilitares', 'delincuentes', 'tomarse', 'fotos', 'polticos', 'centro', 'democrtico']",Negative
"me da vergüenza que me regalen algo, como te vas a gastar dinero en mi????????????????????","['vergenza', 'regalen', 'gastar', 'dinero']",Negative
ME PUEDO TATUAR UN AUDIO? https://t.co/IhyM8hqeBo,"['puedo', 'tatuar', 'audio']",Positive
la broma del covid ya no tiene gracia que se termine ya esto no puedo más,"['broma', 'covid', 'gracia', 'termine', 'puedo', 'ms']",Negative
"Yo: Aquí le traigo toda la documentación necesaria para este trámite.

La funcionaria: https://t.co/YGH5mzVP5C","['aqu', 'traigo', 'documentacin', 'necesaria', 'funcionaria', 'trmite']",Positive
"Si los audios de Florentino Pérez fueran de Pablo Iglesias, tendríamos programas para dos legislaturas.","['audios', 'florentino', 'prez', 'pablo', 'iglesias', 'tendramos', 'programas', 'legislaturas']",Positive
"Porque van a untar al concejal de urbanismo, les recalificará el terreno, construirán y lo venderán 100 veces más caro.
Siguiente misterio. https://t.co/FcmOrMpt4r","['untar', 'concejal', 'urbanismo', 'recalificar', 'terreno', 'construirn', 'vendern', 'veces', 'ms', 'misterio', 'caro', 'siguiente']",Negative
Un poema. 📽️😍📽️😍 https://t.co/qOtImWBEVA,['poema'],Positive
"🧑🏻‍🦳: Pero que bien hablas el español chico 

🙋🏾‍♂️: Gracias, usted también lo habla muy bien 😁

🧑🏻‍🦳: Pero es que yo soy de aquí… 

🙋🏾‍♂️: Ya, yo también 👀

🧑🏻‍🦳: 

🙋🏾‍♂️: 👀

🧑🏻‍🦳:  

🙋🏾‍♂️: 👀

🧑🏻‍🦳: 😠","['bien', 'hablas', 'espaol', 'chico', 'gracias', 'usted', 'tambin', 'habla', 'bien', 'aqu', 'tambin']",Negative
"La nueva camiseta del @TorinoFC_1906, el homenaje a una eterna amistad. #EternaAmicizia #EternaAmistad https://t.co/yeFBQjhbSU","['nueva', 'camiseta', 'torinofc', 'homenaje', 'eterna', 'amistad', 'eternaamicizia', 'eternaamistad']",Positive
"A partir del día 12 de julio de 2021, no se podrá pagar en efectivo un importe igual o superior a 1.000 € , salarios incluidos.

Si es obligatorio tener una cuenta bancaria, ¿no deberían ser gratuitas?","['partir', 'julio', 'podr', 'pagar', 'efectivo', 'importe', 'igual', 'superior', 'salarios', 'obligatorio', 'tener', 'cuenta', 'bancaria', 'deberan', 'ser', 'gratuitas', 'incluidos']",Positive
"Aprovecha que eres joven y con mucha energía

Yo: https://t.co/PLBTPTg1ee","['aprovecha', 'joven', 'mucha', 'energa']",Positive
Le creíste a tu ex no le vas a creer a una vacuna,"['creste', 'ex', 'creer', 'vacuna']",Negative
"Dejen de militar en contra de la vacuna. CONSUMEN (en todo sentido) cada cosa!!!!! No se leen ni el prospecto del Tafir0l, se viven automedicando (sin tener idea) y ahora qué se vienen a hacer??  
Vacunarse es un acto de solidaridad colectiva, no sean ✨✨giles✨✨","['dejen', 'militar', 'vacuna', 'consumen', 'cada', 'cosa', 'leen', 'prospecto', 'tafirl', 'viven', 'automedicando', 'tener', 'idea', 'ahora', 'vienen', 'hacer', 'acto', 'solidaridad', 'colectiva', 'giles', 'vacunarse']",Negative
"Ser mujer implica aprender a mirar al frente por la calle, a obviar que te están mirando las tetas al hablar contigo y a hacer que no escuchas las cerdadas que te sueltan por la calle, y todo esto probablemente antes de los 16 años","['ser', 'mujer', 'implica', 'aprender', 'mirar', 'frente', 'calle', 'obviar', 'estn', 'mirando', 'tetas', 'hablar', 'contigo', 'hacer', 'escuchas', 'cerdadas', 'sueltan', 'calle', 'probablemente']",Negative
"Cuando ""el problema"" pregunta ¿cual es el problema? https://t.co/NWx9KbWD9e","['problema', 'pregunta', 'problema']",Negative
Conseguí TRABAJOOOOOO!! 🙌🏻,"['consegu', 'trabajoooooo']",Negative
"A mi me descuidan 4 minutos en una fiesta, y tengo amigos nuevos y copa gratis. 😂","['descuidan', 'minutos', 'fiesta', 'amigos', 'nuevos', 'copa', 'gratis']",Negative
Si uno va a callarse la jeta con la política doméstica debería callarse la jeta con la política mundial.,"['callarse', 'jeta', 'poltica', 'domstica', 'debera', 'callarse', 'jeta', 'poltica', 'mundial']",Negative
"“cuando se acabe el covid” 
el covid: https://t.co/5dj0GWi4q3","['acabe', 'covid', 'covid']",Negative
Trabajar ocho horas diarias es una barbaridad en plan estar desde las ocho de la mañana hasta las cinco de la tarde todos los días durante 40 años podemos dejar de fingir que tiene algún puto sentido,"['trabajar', 'ocho', 'horas', 'diarias', 'barbaridad', 'plan', 'ocho', 'maana', 'cinco', 'tarde', 'podemos', 'dejar', 'fingir', 'algn', 'puto']",Negative
Mientras más le gusta el cheddar más insoportable es.,"['mientras', 'ms', 'gusta', 'cheddar', 'ms', 'insoportable']",Negative
"Después de todo, mi padre ha vuelto a abrir su tienda de pajaritas 🥲 y me gustaría que todo el mundo viera su trabajo. Son hechas a mano y las hace con mucho cariño. ¿Nos echáis una mano con un RT? Sé que le haría mucha ilusión✨ https://t.co/OgNgzeI0M8","['despus', 'padre', 'vuelto', 'abrir', 'tienda', 'pajaritas', 'gustara', 'mundo', 'viera', 'trabajo', 'hechas', 'hace', 'cario', 'echis', 'rt', 'hara', 'mucha', 'ilusin']",Positive
Gay de Liébana. Abrazos virtuales y llanto a raudales https://t.co/IoXkKaF3pF,"['gay', 'libana', 'abrazos', 'virtuales', 'llanto', 'raudales']",Positive
"Los ""reporteros"" de Javier Negre no se cansan de hacer el ridículo: ""Para ser periodista bien tonto que eres"". Te quiero, señor desconocido. https://t.co/I2OCqN5bzS","['reporteros', 'javier', 'negre', 'cansan', 'hacer', 'ridculo', 'ser', 'periodista', 'bien', 'tonto', 'quiero', 'seor', 'desconocido']",Positive
"Entonces, después de llevar un año diciendo que el responsable de las residencias era Pablo Iglesias, ¿PP y Vox han votado en contra de investigar lo que pasó con los ancianos en Madrid? Vaya, a ver si es que se han reído de toda España otra vez.","['entonces', 'despus', 'llevar', 'diciendo', 'responsable', 'residencias', 'pablo', 'iglesias', 'pp', 'vox', 'votado', 'investigar', 'ancianos', 'madrid', 'vaya', 'ver', 'redo', 'espaa', 'vez']",Negative
los abrazos de gente alta💘💗💓💞,"['abrazos', 'gente']",Positive
Pues ya estaría. https://t.co/q8idS2DGdX,"['pues', 'estara']",Positive
"En cualquier pueblo de España tienes que tapiar las ventanas de tu casa si no quieres que el vecino jubilado de al lado te traiga cada día 5 calabacines de kilo y medio de su huerto, qué decís. https://t.co/YlunMwf5zt","['cualquier', 'pueblo', 'espaa', 'tapiar', 'ventanas', 'casa', 'quieres', 'vecino', 'jubilado', 'lado', 'traiga', 'cada', 'calabacines', 'kilo', 'medio', 'huerto', 'decs']",Positive
como de mal se os da aparcar a mi me acaba de aparcar el coche un señor que iba por la calle porque le estaba poniendo nerviosa,"['mal', 'aparcar', 'aparcar', 'coche', 'seor', 'iba', 'calle', 'poniendo', 'nerviosa']",Negative
"La clave no son los periodistas que ha puesto o ha quitado Florentino, la clave son los Ministros de Fomento que ha puesto o ha quitado Florentino.","['clave', 'periodistas', 'puesto', 'quitado', 'florentino', 'clave', 'ministros', 'fomento', 'puesto', 'quitado', 'florentino']",Negative
Ojalá un concierto del Canto del Loco en 2022 🕯🕯🕯🕯🕯🕯🕯,"['ojal', 'concierto', 'canto', 'loco']",Positive
Pero quién es este ÍDOLO. https://t.co/I4U02J1kap,"['quin', 'dolo']",Positive
Da qué pensar... https://t.co/cDESrQ9Jft,['pensar'],Positive
"""Carencia material severa"". Otra al talego. Ahora, decir ""pobreza"" también suena retrógrado. Y como natural consecuencia, usar la palabra ""pobres"" será exclusivo de fascistas. En España seguimos siendo gilipollas por encima de nuestras posibilidades. https://t.co/ibpj31sbaE","['carencia', 'material', 'severa', 'talego', 'ahora', 'decir', 'pobreza', 'tambin', 'suena', 'retrgrado', 'natural', 'consecuencia', 'usar', 'palabra', 'pobres', 'ser', 'exclusivo', 'fascistas', 'espaa', 'seguimos', 'siendo', 'gilipollas', 'encima', 'posibilidades']",Negative
